,word,phonetic
1596,mark,[mɑːrk]
1597,market,[ˈmɑːrkɪt]
1598,marketing,[ˈmɑːrkɪtɪŋ]
1599,marriage,[ˈmærɪdʒ]
1600,married,[ˈmærid]
1601,marry,[ˈmæri]
1602,mass,[mæs]
1603,massive,[ˈmæsɪv]
1604,master,[ˈmæstər]
1605,match,[mætʃ]
1606,matching,[ˈmætʃɪŋ]
1607,material,[məˈtɪriəl]
1608,mathematics,[ˌmæθəˈmætɪks]
1609,maths,[mæθs]
1610,matter,[ˈmætər]
1611,maximum,[ˈmæksɪməm]
1612,May,[meɪ]
1613,may,[meɪ]
1614,maybe,[ˈmeɪbi]
1615,me,[mi; miː]
1616,meal,[miːl]
1617,mean,[miːn]
1618,meaning,[ˈmiːnɪŋ]
1619,means,[miːnz]
1620,meanwhile,[ˈmiːnwaɪl]
1621,measure,[ˈmeʒər]
1622,measurement,[ˈmeʒərmənt]
1623,meat,[miːt]
1624,media,[ˈmiːdiə]
1625,medical,[ˈmedɪkl]
1626,medicine,[ˈmedɪsn]
1627,medium,[ˈmiːdiəm]
1628,meet,[miːt]
1629,meeting,[ˈmiːtɪŋ]
1630,melt,[melt]
1631,member,[ˈmembər]
1632,memory,[ˈmeməri]
1633,mental,[ˈmentl]
1634,mention,[ˈmenʃn]
1635,menu,[ˈmenjuː]
1636,mess,[mes]
1637,message,[ˈmesɪdʒ]
1638,metal,[ˈmetl]
1639,method,[ˈmeθəd]
1640,metre,[ˈmiːtər]
1641,middle,[ˈmɪdl]
1642,midnight,[ˈmɪdnaɪt]
1643,might,[maɪt]
1644,mild,[maɪld]
1645,mile,[maɪl]
1646,military,[ˈmɪləteri]
1647,milk,[mɪlk]
1648,million,[ˈmɪljən]
1649,mind,[maɪnd]
1650,mine,[maɪn]
1651,mine,[maɪn]
1652,mineral,[ˈmɪnərəl]
1653,minimum,[ˈmɪnɪməm]
1654,minister,[ˈmɪnɪstər]
1655,minor,[ˈmaɪnər]
1656,minority,[maɪˈnɔːrəti]
1657,minute,[ˈmɪnɪt]
1658,mirror,[ˈmɪrər]
1659,miss,[mɪs]
1660,missing,[ˈmɪsɪŋ]
1661,mission,[ˈmɪʃn]
1662,mistake,[mɪˈsteɪk]
1663,mix,[mɪks]
1664,mixed,[mɪkst]
1665,mixture,[ˈmɪkstʃər]
1666,mobile,[ˈməʊbl]
1667,model,[ˈmɑːdl]
1668,modern,[ˈmɑːdərn]
1669,modify,[ˈmɑːdɪfaɪ]
1670,moment,[ˈmoʊmənt]
1671,Monday,"[ˈmʌndeɪ,ˈmʌndi]"
1672,money,[ˈmʌni]
1673,monitor,[ˈmɑːnɪtər]
1674,monkey,[ˈmʌŋki]
1675,month,[mʌnθ]
1676,mood,[muːd]
1677,moon,[muːn]
1678,moral,[ˈmɔːrəl]
1679,more,[mɔːr]
1680,morning,[ˈmɔːrnɪŋ]
1681,most,[moʊst]
1682,mostly,[ˈmoʊstli]
1683,mother,[ˈmʌðər]
1684,motor,[ˈmoʊtər]
1685,motorcycle,[ˈmoʊtərsaɪkl]
1686,mount,[maʊnt]
1687,mountain,[ˈmaʊntn]
1688,mouse,[maʊs]
1689,mouth,[maʊθ]
1690,move,[muːv]
1691,movement,[ˈmuːvmənt]
1692,movie,[ˈmuːvi]
1693,much,[mʌtʃ]
1694,mud,[mʌd]
1695,multiple,[ˈmʌltɪpl]
1696,multiply,[ˈmʌltɪplaɪ]
1697,mum,[mʌm]
1698,murder,[ˈmɜːrdər]
1699,muscle,[ˈmʌsl]
1700,museum,[mjuˈziːəm]
1701,music,[ˈmjuːzɪk]
1702,musical,[ˈmjuːzɪkl]
1703,musician,[mjuˈzɪʃn]
1704,must,"[məst,mʌst]"
1705,my,[maɪ]
1706,myself,[maɪˈself]
1707,mysterious,[mɪˈstɪriəs]
1708,mystery,[ˈmɪstəri]
1709,nail,[neɪl]
1710,name,[neɪm]
1711,narrative,[ˈnærətɪv]
1712,narrow,[ˈnæroʊ]
1713,nation,[ˈneɪʃn]
1714,national,[ˈnæʃnəl]
1715,native,[ˈneɪtɪv]
1716,natural,[ˈnætʃrəl]
1717,naturally,[ˈnætʃrəli]
1718,nature,[ˈneɪtʃər]
1719,near,[nɪr]
1720,nearly,[ˈnɪrli]
1721,neat,[niːt]
1722,necessarily,[ˌnesəˈserəli]
1723,necessary,[ˈnesəseri]
1724,neck,[nek]
1725,need,[niːd]
1726,needle,[ˈniːdl]
1727,negative,[ˈneɡətɪv]
1728,neighbour,[ˈneɪbər]
1729,neighbourhood,[ˈneɪbərhʊd]
1730,neither,"[ˈniːðər,ˈnaɪðər]"
1731,nerve,[nɜːrv]
1732,nervous,[ˈnɜːrvəs]
1733,net,[net]
1734,network,[ˈnetwɜːrk]
1735,never,[ˈnevər]
1736,nevertheless,[ˌnevərðəˈles]
1737,new,[nuː]
1738,news,[nuːz]
1739,newspaper,[ˈnuːzpeɪpər]
1740,next,[nekst]
1741,next,[nekst]
1742,nice,[naɪs]
1743,night,[naɪt]
1744,nightmare,[ˈnaɪtmer]
1745,nine,[naɪn]
1746,nineteen,[ˌnaɪnˈtiːn]
1747,ninety,[ˈnaɪnti]
1748,no,[noʊ]
1749,no one,[ˈnoʊ wʌn]
1750,nobody,[ˈnoʊbədi]
1751,noise,[nɔɪz]
1752,noisy,[ˈnɔɪzi]
1753,none,[nʌn]
1754,nor,[nɔːr]
1755,normal,[ˈnɔːrml]
1756,normally,[ˈnɔːrməli]
1757,north,[nɔːrθ]
1758,northern,[ˈnɔːrðərn]
1759,nose,[noʊz]
1760,not,[nɑːt]
1761,note,[noʊt]
1762,nothing,[ˈnʌθɪŋ]
1763,notice,[ˈnoʊtɪs]
1764,notion,[ˈnoʊʃn]
1765,novel,[ˈnɑːvl]
1766,November,[noʊˈvembər]
1767,now,[naʊ]
1768,nowhere,[ˈnoʊwer]
1769,nuclear,[ˈnuːkliər]
1770,number,[ˈnʌmbər]
1771,numerous,[ˈnuːmərəs]
1772,nurse,[nɜːrs]
1773,nut,[nʌt]
1774,obey,[əˈbeɪ]
1775,object,"[ˈɑːbdʒekt,ˈɑːbdʒɪkt]"
1776,objective,[əbˈdʒektɪv]
1777,obligation,[ˌɑːblɪˈɡeɪʃn]
1778,observation,[ˌɑːbzərˈveɪʃn]
1779,observe,[əbˈzɜːrv]
1780,obtain,[əbˈteɪn]
1781,obvious,[ˈɑːbviəs]
1782,obviously,[ˈɑːbviəsli]
1783,occasion,[əˈkeɪʒn]
1784,occasionally,[əˈkeɪʒnəli]
1785,occur,[əˈkɜːr]
1786,ocean,[ˈoʊʃn]
1787,o’clock,[əˈklɑːk]
1788,October,[ɑːkˈtoʊbər]
1789,odd,[ɑːd]
1790,of,"[əv,ʌv]"
1791,off,[ɔːf]
1792,offence,[əˈfens]
1793,offend,[əˈfend]
1794,offensive,[əˈfensɪv]
1795,offer,[ˈɔːfər]
1796,office,[ˈɑːfɪs]
1797,officer,[ˈɑːfɪsər]
1798,official,[əˈfɪʃl]
1799,often,"[ˈɔːfn,ˈɔːftən]"
1800,oh,[oʊ]
1801,oil,[ɔɪl]
1802,OK,[oʊˈkeɪ]
1803,old,[oʊld]
1804,old-fashioned,[ˌoʊld ˈfæʃnd]
1805,on,[ɑːn]
1806,once,[wʌns]
1807,one,[wʌn]
1808,onion,[ˈʌnjən]
1809,online,[ˌɑːnˈlaɪn]
1810,only,[ˈoʊnli]
1811,onto,"[ˈɑːntə,ˈɑːntu]"
1812,open,[ˈoʊpən]
1813,opening,[ˈoʊpənɪŋ]
1814,operate,[ˈɑːpəreɪt]
1815,operation,[ˌɑːpəˈreɪʃn]
1816,opinion,[əˈpɪnjən]
1817,opponent,[əˈpoʊnənt]
1818,opportunity,[ˌɑːpərˈtuːnəti]
1819,oppose,[əˈpoʊz]
1820,opposed,[əˈpoʊzd]
1821,opposite,[ˈɑːpəzɪt]
1822,opposition,[ˌɑːpəˈzɪʃn]
1823,option,[ˈɑːpʃn]
1824,or,[ɔːr]
1825,orange,['ɔrɪndʒ]
1826,order,[ˈɔːrdər]
1827,ordinary,[ˈɔːrdneri]
1828,organ,[ˈɔːrɡən]
1829,organization,[ˌɔːrɡənəˈzeɪʃn]
1830,organize,[ˈɔːrɡənaɪz]
1831,organized,[ˈɔːrɡənaɪzd]
1832,organizer,[ˈɔːrɡənaɪzər]
1833,origin,[ˈɔːrɪdʒɪn]
1834,original,[əˈrɪdʒənl]
1835,originally,[əˈrɪdʒənəli]
1836,other,[ˈʌðər]
1837,otherwise,[ˈʌðərwaɪz]
1838,ought,[ɔt]
1839,our,"[ɑːr,ˈaʊər]"
1840,ours,"[ɑːrz,ˈaʊərz]"
1841,ourselves,"[ɑːrˈselvz,ˌaʊərˈselvz]"
1842,out,[aʊt]
1843,outcome,[ˈaʊtkʌm]
1844,outdoor,[ˈaʊtdɔːr]
1845,outdoors,[ˌaʊtˈdɔːrz]
1846,outer,[ˈaʊtər]
1847,outline,[ˈaʊtlaɪn]
1848,outside,[ˌaʊtˈsaɪd]
1849,oven,[ˈʌvn]
1850,over,[ˈoʊvər]
1851,overall,"[,ovə'rɔl]"
1852,owe,[oʊ]
1853,own,[oʊn]
1854,owner,[ˈoʊnər]
1855,pace,[peɪs]
1856,pack,[pæk]
1857,package,[ˈpækɪdʒ]
1858,page,[peɪdʒ]
1859,pain,[peɪn]
1860,painful,[ˈpeɪnfl]
1861,paint,[peɪnt]
1862,painter,[ˈpeɪntər]
1863,painting,[ˈpeɪntɪŋ]
1864,pair,[per]
1865,palace,[ˈpæləs]
1866,pale,[peɪl]
1867,pan,[pæn]
1868,panel,[ˈpænl]
1869,pants,[pænts]
1870,paper,[ˈpeɪpər]
1871,paragraph,[ˈpærəɡræf]
1872,parent,[ˈperənt]
1873,park,[pɑːrk]
1874,parking,[ˈpɑːrkɪŋ]
1875,parliament,[ˈpɑːrləmənt]
1876,part,[pɑːrt]
1877,participant,[pɑːrˈtɪsɪpənt]
1878,participate,[pɑːrˈtɪsɪpeɪt]
1879,particular,[pərˈtɪkjələr]
1880,particularly,[pərˈtɪkjələrli]
1881,partly,[ˈpɑːrtli]
1882,partner,[ˈpɑːrtnər]
1883,party,[ˈpɑːrti]
1884,pass,[pæs]
1885,passage,[ˈpæsɪdʒ]
1886,passenger,[ˈpæsɪndʒər]
1887,passion,[ˈpæʃn]
1888,passport,[ˈpæspɔːrt]
1889,past,[pæst]
1890,path,[pæθ]
1891,patient,[ˈpeɪʃnt]
1892,pattern,[ˈpætərn]
1893,pay,[peɪ]
1894,payment,[ˈpeɪmənt]
1895,peace,[piːs]
1896,peaceful,[ˈpiːsfl]
1897,pen,[pen]
1898,pencil,[ˈpensl]
1899,penny,[ˈpeni]
1900,pension,['pɛnʃən]
1901,people,[ˈpiːpl]
1902,pepper,[ˈpepər]
1903,per,"[pər,pɜːr]"
1904,percent,[pɚ'sɛnt]
1905,percentage,[pərˈsentɪdʒ]
1906,perfect,[ˈpɜːrfɪkt]
1907,perfectly, [ˈpɜːrfɪktli] 
1908,perform,[pərˈfɔːrm]
1909,performance,[pərˈfɔːrməns]
1910,perhaps,[pərˈhæps]
1911,period,[ˈpɪriəd]
1912,permanent,[ˈpɜːrmənənt]
1913,permission,[pərˈmɪʃn]
1914,permit,[pərˈmɪt]
1915,person,[ˈpɜːrsn]
1916,personal,[ˈpɜːrsənl]
1917,personality,[ˌpɜːrsəˈnæləti]
1918,personally,[ˈpɜːrsənəli]
1919,perspective,[pərˈspektɪv]
1920,persuade,[pərˈsweɪd]
1921,pet,[pet]
1922,petrol,[ˈpetrəl]
1923,phase,[feɪz]
1924,phenomenon,[fəˈnɑːmɪnən]
1925,philosophy,[fəˈlɑːsəfi]
1926,phone,[foʊn]
1927,photo,[ˈfoʊtoʊ]
1928,photograph,[ˈfoʊtəɡræf]
1929,photographer,[fəˈtɑːɡrəfər]
1930,photography,[fəˈtɑːɡrəfi]
1931,phrase,[freɪz]
1932,physical,[ˈfɪzɪkl]
1933,physics,[ˈfɪzɪks]
1934,piano,[piˈænoʊ]
1935,pick,[pɪk]
1936,picture,[ˈpɪktʃər]
1937,piece,[piːs]
1938,pig,[pɪɡ]
1939,pile,[paɪl]
1940,pilot,[ˈpaɪlət]
1941,pin,[pɪn]
1942,pink,[pɪŋk]
1943,pipe,[paɪp]
1944,pitch,[pɪtʃ]
1945,place,[pleɪs]
1946,plain,[pleɪn]
1947,plan,[plæn]
1948,plane,[pleɪn]
1949,planet,[ˈplænɪt]
1950,planning,[ˈplænɪŋ]
1951,plant,[plænt]
1952,plastic,[ˈplæstɪk]
1953,plate,[pleɪt]
1954,platform,[ˈplætfɔːrm]
1955,play,[pleɪ]
1956,player,[ˈpleɪər]
1957,pleasant,[ˈpleznt]
1958,please,[pliːz]
1959,pleased,[pliːzd]
1960,pleasure,[ˈpleʒər]
1961,plenty,[ˈplenti]
1962,plot,[plɑːt]
1963,plus,[plʌs; pluː]
1964,pocket, [ˈpɑːkɪt] 
1965,poem,[ˈpoʊəm]
1966,poet,[ˈpoʊət]
1967,poetry,[ˈpoʊətri]
1968,point,[pɔɪnt]
1969,pointed,[ˈpɔɪntɪd]
1970,poison,[ˈpɔɪzn]
1971,poisonous,[ˈpɔɪzənəs]
1972,police,[pəˈliːs]
1973,policeman,[pəˈliːsmən]
1974,policy,[ˈpɑːləsi]
1975,polite,[pəˈlaɪt]
1976,political,[pəˈlɪtɪkl]
1977,politician,[ˌpɑːləˈtɪʃn]
1978,politics,[ˈpɑːlətɪks]
1979,pollution,[pəˈluːʃn]
1980,pool,[puːl]
1981,poor,"[pʊr,pɔːr]"
1982,pop,[pɑːp]
1983,popular,[ˈpɑːpjələr]
1984,popularity,[ˌpɑːpjuˈlærəti]
1985,population,[ˌpɑːpjuˈleɪʃn]
1986,port,[pɔːrt]
1987,portrait,[ˈpɔːrtrət]
1988,pose,[poʊz]
1989,position,[pəˈzɪʃn]
1990,positive,[ˈpɑːzətɪv]
1991,possess,[pəˈzes]
1992,possession,[pəˈzeʃn]
1993,possibility,[ˌpɑːsəˈbɪləti]
1994,possible,[ˈpɑːsəbl]
1995,possibly,[ˈpɑːsəbli]
1996,post,[poʊst]
1997,poster,[ˈpoʊstər]
1998,pot,[pɑːt]
1999,potato,[pəˈteɪtoʊ]
2000,potential,[pəˈtenʃl]
2001,pound,[paʊnd]
2002,pour,[pɔːr]
2003,poverty,[ˈpɑːvərti]
2004,powder,[ˈpaʊdər]
2005,power,[ˈpaʊər]
2006,powerful,[ˈpaʊərfl]
2007,practical,[ˈpræktɪkl]
2008,practice,[ˈpræktɪs]
2009,practise,[ˈpræktɪs]
2010,praise,[preɪz]
2011,pray,[preɪ]
2012,prayer,[prer]
2013,predict,[prɪˈdɪkt]
2014,prediction,[prɪˈdɪkʃn]
2015,prefer,[prɪˈfɜːr]
2016,pregnant,[ˈpreɡnənt]
2017,preparation,[ˌprepəˈreɪʃn]
2018,prepare,[prɪˈper]
2019,prepared,[prɪˈperd]
2020,presence,[ˈprezns]
2021,present,[ˈpreznt]
2022,presentation,[ˌpriːzenˈteɪʃn]
2023,preserve,[prɪˈzɜːrv]
2024,president,[ˈprezɪdənt]
2025,press,[pres]
2026,pressure,[ˈpreʃər]
2027,pretend,[prɪˈtend]
2028,pretty,[ˈprɪti]
2029,prevent,[prɪˈvent]
2030,previous,[ˈpriːviəs]
2031,previously,[ˈpriːviəsli]
2032,price,[praɪs]
2033,priest,[priːst]
2034,primary,[ˈpraɪmeri]
2035,prime,[praɪm]
2036,prince,[prɪns]
2037,princess,[ˈprɪnses]
2038,principle,[ˈprɪnsəpl]
2039,print,[prɪnt]
2040,printer,[ˈprɪntər]
2041,printing,[ˈprɪntɪŋ]
2042,priority,[praɪˈɔːrəti]
2043,prison,[ˈprɪzn]
2044,prisoner,[ˈprɪznər]
2045,privacy,[ˈpraɪvəsi]
2046,private,[ˈpraɪvət]
2047,prize,[praɪz]
2048,probably,[ˈprɑːbəbli]
2049,problem,[ˈprɑːbləm]
2050,procedure,[prəˈsiːdʒər]
2051,process,[proˈsɛs;(for n.)prɑsɛs]
2052,produce,[prəˈduːs]
2053,producer,[prəˈduːsər]
2054,product,[ˈprɑːdʌkt]
2055,production,[prəˈdʌkʃn]
2056,profession,[prəˈfeʃn]
2057,professional,[prəˈfeʃənl]
2058,professor,[prəˈfesər]
2059,profile,[ˈproʊfaɪl]
2060,profit,[ˈprɑːfɪt]
2061,program,[ˈproʊɡræm]
2062,programme,[ˈproʊɡræm]
2063,progress,"[ˈprɑːɡres,ˈprɑːɡrəs]"
2064,project,[ˈprɑːdʒekt]
2065,promise,[ˈprɑːmɪs]
2066,promote,[prəˈmoʊt]
2067,pronounce,[prəˈnaʊns]
2068,proof,[pruːf]
2069,proper,[ˈprɑːpər]
2070,properly,[ˈprɑːpərli]
2071,property,[ˈprɑːpərti]
2072,proposal,[prəˈpoʊzl]
2073,propose,[prəˈpoʊz]
2074,prospect,[ˈprɑːspekt]
2075,protect,[prəˈtekt]
2076,protection,[prəˈtekʃn]
2077,protest,[prəˈtɛst;protɛst]
2078,proud,[praʊd]
2079,prove,[pruːv]
2080,provide,[prəˈvaɪd]
2081,psychologist,[saɪˈkɑːlədʒɪst]
2082,psychology,[saɪˈkɑːlədʒi]
2083,pub,[pʌb]
2084,public,[ˈpʌblɪk]
2085,publication,[ˌpʌblɪˈkeɪʃn]
2086,publish,[ˈpʌblɪʃ]
2087,pull,[pʊl]
2088,punish,[ˈpʌnɪʃ]
2089,punishment,[ˈpʌnɪʃmənt]
2090,pupil,[ˈpjuːpl]
2091,purchase,[ˈpɜːrtʃəs]
2092,pure,[pjʊr]
2093,purple,[ˈpɜːrpl]
2094,purpose,[ˈpɜːrpəs]
2095,pursue,[pərˈsuː]
2096,push,[pʊʃ]
2097,put,[pʊt]
2098,qualification,[ˌkwɑːlɪfɪˈkeɪʃn]
2099,qualified,[ˈkwɑːlɪfaɪd]
2100,qualify,[ˈkwɑːlɪfaɪ]
2101,quality,[ˈkwɑːləti]
2102,quantity,[ˈkwɑːntəti]
2103,quarter,[ˈkwɔːrtər]
2104,queen,[kwiːn]
2105,question,[ˈkwestʃən]
2106,queue,[kjuː]
2107,quick,[kwɪk]
2108,quickly,/ˈkwɪkli/ 
2109,quiet,[ˈkwaɪət]
2110,quietly,[ˈkwaɪətli] 
2111,quit,[kwɪt] 
2112,quite,[kwaɪt]
2113,quotation,[kwoʊˈteɪʃn]
2114,quote,[kwoʊt]
2115,race,[reɪs]
2116,race,[reɪs]
2117,racing,[ˈreɪsɪŋ]
2118,radio,[ˈreɪdioʊ]
2119,railway,[ˈreɪlweɪ]
2120,rain,[reɪn]
2121,raise,[reɪz]
2122,range,[reɪndʒ]
2123,rank,[ræŋk]
2124,rapid,[ˈræpɪd]
2125,rapidly,[ˈræpɪdli]
2126,rare,[rer]
2127,rarely,[ˈrerli]
2128,rate,[reɪt]
2129,rather,[ˈræðər]
2130,raw,[rɔː]
2131,reach,[riːtʃ] 
2132,react,[riˈækt]
2133,reaction, [riˈækʃn] 
2134,read,[riːd]
2135,reader,[ˈriːdər]
2136,reading,[ˈriːdɪŋ]
2137,ready,[ˈredi]
2138,real,[ˈriːəl]
2139,realistic,[ˌriːəˈlɪstɪk]
2140,reality,[riˈæləti]
2141,realize,[ˈriːəlaɪz]
2142,really,[ˈriːəli]
2143,reason,[ˈriːzn]
2144,reasonable,[ˈriːznəbl]
2145,recall,[rɪˈkɔːl]
2146,receipt,[rɪˈsiːt]
2147,receive,[rɪˈsiːv]
2148,recent,[ˈriːsnt]
2149,recently,[ˈriːsntli]
2150,reception,[rɪˈsepʃn]
2151,recipe,[ˈresəpi]
2152,recognize,[ˈrekəɡnaɪz]
2153,recommend,[ˌrekəˈmend]
2154,recommendation,[ˌrekəmenˈdeɪʃn]
2155,record,[ˈrekərd]
2156,recording,[rɪˈkɔːrdɪŋ]
2157,recover,[rɪˈkʌvər]
2158,recycle,[ˌriːˈsaɪkl]
2159,red,[red]
2160,reduce,[rɪˈduːs]
2161,reduction,[rɪˈdʌkʃn]
2162,refer,[rɪˈfɜːr]
2163,reference,[ˈrefrəns]
2164,reflect, [rɪˈflekt] 
2165,refuse,[ri'fjʊz]
2166,regard,[rɪˈɡɑːrd]
2167,region,[ˈriːdʒən]
2168,regional,[ˈriːdʒənl]
2169,register,[ˈredʒɪstər]
2170,regret, [rɪˈɡret] 
2171,regular,[ˈreɡjələr]
2172,regularly,[ˈreɡjələrli]
2173,regulation,[ˌreɡjuˈleɪʃn]
2174,reject,[rɪˈdʒekt]
2175,relate,[rɪˈleɪt]
2176,related, [rɪˈleɪtɪd] 
2177,relation,[rɪˈleɪʃn]
2178,relationship,[rɪˈleɪʃnʃɪp] 
2179,relative,[ˈrelətɪv]
2180,relatively,[ˈrelətɪvli]
2181,relax,[rɪˈlæks]
2182,relaxed,[rɪˈlækst]
2183,relaxing, [rɪˈlæksɪŋ] 
2184,release,[rɪˈliːs]
2185,relevant,[ˈreləvənt]
2186,reliable,[rɪˈlaɪəbl]
2187,relief,[rɪˈliːf]
2188,religion,[rɪˈlɪdʒən]
2189,religious,[rɪˈlɪdʒəs]
2190,rely,[rɪˈlaɪ]
2191,remain,[rɪˈmeɪn]
2192,remark,[rɪˈmɑːrk]
2193,remember,[rɪˈmembər]
2194,remind,[rɪˈmaɪnd] 
2195,remote,[rɪˈmoʊt]
2196,remove,[rɪˈmuːv]
2197,rent,[rent]
2198,repair,[rɪˈper]
2199,repeat,[rɪˈpiːt]
2200,repeated,[rɪˈpiːtɪd]
2201,replace,[rɪˈpleɪs]
2202,reply,[rɪˈplaɪ]
2203,report,[rɪˈpɔːrt]
2204,reporter,[rɪˈpɔːrtər]
2205,represent,[ˌreprɪˈzent]
2206,representative,[ˌreprɪˈzentətɪv]
2207,reputation,[ˌrepjuˈteɪʃn]
2208,request,[rɪˈkwest]
2209,require,[rɪˈkwaɪər]
2210,requirement,[rɪˈkwaɪərmənt]
2211,rescue,[ˈreskjuː]
2212,research,[ˈriːsɜːrtʃ] 
2213,researcher,"[ˈriːsɜːrtʃər,rɪˈsɜːrtʃər]"
2214,reservation,[ˌrezərˈveɪʃn]
2215,reserve,[rɪˈzɜːrv]
2216,resident,[ˈrezɪdənt]
2217,resist,[rɪˈzɪst]
2218,resolve,[rɪˈzɑːlv]
2219,resort,[rɪˈzɔːrt]
2220,resource,"[ˈriːsɔːrs,rɪˈsɔːrs]"
2221,respect,[rɪˈspekt]
2222,respond,[rɪˈspɑːnd]
2223,response,[rɪˈspɑːns]
2224,responsibility,[rɪˌspɑːnsəˈbɪləti] 
2225,responsible,[rɪˈspɑːnsəbl]
2226,rest,[rest]
2227,rest,[rest]
2228,restaurant,"[ˈrestrɑːnt,ˈrestərɑːnt]"
2229,result,[rɪˈzʌlt]
2230,retain,[rɪˈteɪn]
2231,retire,[rɪˈtaɪər]
2232,retired,[rɪˈtaɪərd]
2233,return,[rɪˈtɜːrn]
2234,reveal, [rɪˈviːl] 
2235,review,[rɪˈvjuː]
2236,revise,[rɪˈvaɪz]
2237,revolution,[ˌrevəˈluːʃn]
2238,reward,[rɪˈwɔːrd]
2239,rhythm,[ˈrɪðəm]
2240,rice,[raɪs]
2241,rich,[rɪtʃ]
2242,rid,[rɪd]
2243,ride,/raɪd/ 
2244,right,[raɪt]
2245,ring,[rɪŋ]
2246,ring,[rɪŋ]
2247,rise,[raɪz]
2248,risk,[rɪsk] 
2249,river,[ˈrɪvər]
2250,road,[roʊd]
2251,robot,[ˈroʊbɑːt] 
2252,rock,[rɑːk]
2253,rock,[rɑːk]
2254,role, [roʊl] 
2255,roll,[rəʊl]
2256,romantic,[roʊˈmæntɪk]
2257,roof,[ruːf]
2258,room,[ruːm]
2259,root,[ruːt]
2260,rope,[roʊp]
2261,rough,[rʌf]
2262,round,[raʊnd]
2263,route,"[ruːt,raʊt]"
2264,routine,[ruːˈtiːn]
2265,row,[roʊ; raʊ] 
2266,royal,[ˈrɔɪəl]
2267,rub,[rʌb]
2268,rubber,[ˈrʌbər]
2269,rubbish,[ˈrʌbɪʃ]
2270,rude,[ruːd]
2271,rugby,[ˈrʌɡbi]
2272,rule,[ruːl] 
2273,run,[rʌn]
2274,runner,[ˈrʌnər]
2275,running,[ˈrʌnɪŋ]
2276,rural,[ˈrʊrəl]
2277,rush,[rʌʃ] 
2278,sad,[sæd]
2279,sadly,[ˈsædli] 
2280,safe, [seɪf] 
2281,safety,[ˈseɪfti]
2282,sail,[seɪl]
2283,sailing,[ˈseɪlɪŋ]
2284,sailor,[ˈseɪlər]
2285,salad,[ˈsæləd]
2286,salary,[ˈsæləri]
2287,sale,[seɪl] 
2288,salt, [sɔːlt]
2289,same,[seɪm]
2290,sample,[ˈsæmpl]
2291,sand,[sænd]
2292,sandwich," [ˈsænwɪtʃ,ˈsænwɪdʒ] "
2293,satellite,[ˈsætəlaɪt]
2294,satisfied, [ˈsætɪsfaɪd] 
2295,satisfy,[ˈsætɪsfaɪ]
2296,Saturday,['sætədɛi]
2297,sauce,[sɔːs]
2298,save,[seɪv]
2299,saving,[ˈseɪvɪŋ]
2300,say,[seɪ]
2301,scale,[skeɪl]
2302,scan,[skæn]
2303,scared,[skerd]
2304,scary,[ˈskeri]
2305,scene,[siːn]
2306,schedule, [ˈskedʒuːl] 
2307,scheme,[skiːm]
2308,school,[skuːl]
2309,science,[ˈsaɪəns] 
2310,scientific,[ˌsaɪənˈtɪfɪk]
2311,scientist,[ˈsaɪəntɪst]
2312,score,[skɔːr]
2313,scream,[skriːm] 
2314,screen,[skriːn] 
2315,script, [skrɪpt] 
2316,sculpture,[ˈskʌlptʃər] 
2317,sea,[siː]
2318,search, [sɜːrtʃ] 
2319,season,[ˈsiːzn]
2320,seat,[siːt]
2321,second,['sɛkənd]
2322,second,['sɛkənd]
2323,secondary,[ˈsekənderi]
2324,secondly,[ˈsekəndli]
2325,secret,[ˈsiːkrət] 
2326,secretary,[ˈsekrəteri]
2327,section,[ˈsekʃn] 
2328,sector,[ˈsektər]
2329,secure,[sɪˈkjʊr]
2330,security,[sɪˈkjʊrəti]
2331,see,[siː] 
2332,seed,[siːd]
2333,seek,[siːk]
2334,seem,[siːm]
2335,select,[sɪˈlekt]
2336,selection,[sɪˈlekʃn]
2337,self,[self] 
2338,sell,[sel]
2339,send,[send]
2340,senior, [ˈsiːniər] 
2341,sense,[sens]
2342,sensible,[ˈsensəbl]
2343,sensitive,[ˈsensətɪv]
2344,sentence,[ˈsentəns]
2345,separate,[ˈseprət]
2346,September,[sepˈtembər]
2347,sequence,[ˈsiːkwəns]
2348,series,[ˈsɪriːz]
2349,serious,[ˈsɪriəs]
2350,seriously,[ˈsɪriəsli]
2351,servant, [ˈsɜrvənts] 
2352,serve,[sɜːrv]
2353,service,[ˈsɜːrvɪs]
2354,session,[ˈseʃn]
2355,set,[set]
2356,set,[set]
2357,setting,[ˈsetɪŋ]
2358,settle,[ˈsetl]
2359,seven,[ˈsevn]
2360,seventeen,[ˌsevnˈtiːn]
2361,seventy,[ˈsevnti]
2362,several,[ˈsevrəl]
2363,severe,[sɪˈvɪr]
2364,sex,[seks]
2365,sexual,[ˈsekʃuəl]
2366,shade,[ʃeɪd]
2367,shadow,[ˈʃædoʊ]
2368,shake,[ʃeɪk]
2369,shall,"[ʃəl,ʃæl] "
2370,shallow,[ˈʃæloʊ]
2371,shame,[ʃeɪm]
2372,shape,[ʃeɪp]
2373,share,[ʃer]
2374,sharp,[ʃɑːrp] 
2375,she,[ʃi]
2376,sheep,[ʃiːp]
2377,sheet,[ʃiːt]
2378,shelf,[ʃelf]
2379,shell,[ʃel]
2380,shelter,[ˈʃeltər]
2381,shift,[ʃɪft]
2382,shine,[ʃaɪn]
